Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013,Sociedad,Getafe,2,0,H
2013,Valencia,Malaga,1,0,H
2013,Valladolid,Ath Bilbao,1,2,A
2013,Barcelona,Levante,7,0,H
2013,Osasuna,Granada,1,2,A
2013,Real Madrid,Betis,2,1,H
2013,Sevilla,Ath Madrid,1,3,A
2013,Almeria,Villarreal,2,3,A
2013,Celta,Espanol,2,2,D
2013,Vallecano,Elche,3,0,H
2013,Ath Bilbao,Osasuna,2,0,H
2013,Getafe,Almeria,2,2,D
2013,Elche,Sociedad,1,1,D
2013,Espanol,Valencia,3,1,H
2013,Villarreal,Valladolid,2,1,H
2013,Ath Madrid,Vallecano,5,0,H
2013,Betis,Celta,1,2,A
2013,Levante,Sevilla,0,0,D
2013,Malaga,Barcelona,0,1,A
2013,Granada,Real Madrid,0,1,A
2013,Almeria,Elche,2,2,D
2013,Vallecano,Levante,1,2,A
2013,Celta,Granada,1,1,D
2013,Osasuna,Villarreal,0,3,A
2013,Valladolid,Getafe,1,0,H
2013,Espanol,Betis,0,0,D
2013,Real Madrid,Ath Bilbao,3,1,H
2013,Sevilla,Malaga,2,2,D
2013,Sociedad,Ath Madrid,1,2,A
2013,Valencia,Barcelona,2,3,A
2013,Ath Madrid,Almeria,4,2,H
2013,Barcelona,Sevilla,3,2,H
2013,Levante,Sociedad,0,0,D
2013,Villarreal,Real Madrid,2,2,D
2013,Betis,Valencia,3,1,H
2013,Getafe,Osasuna,2,1,H
2013,Granada,Espanol,0,1,A
2013,Malaga,Vallecano,5,0,H
2013,Ath Bilbao,Celta,3,2,H
2013,Elche,Valladolid,0,0,D
2013,Osasuna,Elche,2,1,H
2013,Almeria,Levante,2,2,D
2013,Sociedad,Malaga,0,0,D
2013,Valladolid,Ath Madrid,0,2,A
2013,Vallecano,Barcelona,0,4,A
2013,Betis,Granada,0,0,D
2013,Celta,Villarreal,0,0,D
2013,Real Madrid,Getafe,4,1,H
2013,Valencia,Sevilla,3,1,H
2013,Espanol,Ath Bilbao,3,2,H
2013,Ath Madrid,Osasuna,2,1,H
2013,Barcelona,Sociedad,4,1,H
2013,Levante,Valladolid,1,1,D
2013,Malaga,Almeria,2,0,H
2013,Elche,Real Madrid,1,2,A
2013,Granada,Valencia,0,1,A
2013,Sevilla,Vallecano,4,1,H
2013,Ath Bilbao,Betis,2,1,H
2013,Getafe,Celta,2,0,H
2013,Villarreal,Espanol,2,1,H
2013,Valladolid,Malaga,2,2,D
2013,Almeria,Barcelona,0,2,A
2013,Real Madrid,Ath Madrid,0,1,A
2013,Sociedad,Sevilla,1,1,D
2013,Valencia,Vallecano,1,0,H
2013,Betis,Villarreal,1,0,H
2013,Celta,Elche,0,1,A
2013,Espanol,Getafe,0,2,A
2013,Osasuna,Levante,0,1,A
2013,Granada,Ath Bilbao,2,0,H
2013,Malaga,Osasuna,0,1,A
2013,Villarreal,Granada,3,0,H
2013,Barcelona,Valladolid,4,1,H
2013,Elche,Espanol,2,1,H
2013,Levante,Real Madrid,2,3,A
2013,Vallecano,Sociedad,1,0,H
2013,Ath Bilbao,Valencia,1,1,D
2013,Ath Madrid,Celta,2,1,H
2013,Getafe,Betis,3,1,H
2013,Sevilla,Almeria,2,1,H
2013,Espanol,Ath Madrid,1,0,H
2013,Osasuna,Barcelona,0,0,D
2013,Real Madrid,Malaga,2,0,H
2013,Valencia,Sociedad,1,2,A
2013,Almeria,Vallecano,0,1,A
2013,Betis,Elche,1,2,A
2013,Granada,Getafe,0,2,A
2013,Valladolid,Sevilla,2,2,D
2013,Ath Bilbao,Villarreal,2,0,H
2013,Celta,Levante,0,1,A
2013,Vallecano,Valladolid,0,3,A
2013,Barcelona,Real Madrid,2,1,H
2013,Elche,Granada,0,1,A
2013,Levante,Espanol,3,0,H
2013,Malaga,Celta,0,5,A
2013,Ath Madrid,Betis,5,0,H
2013,Sevilla,Osasuna,2,1,H
2013,Sociedad,Almeria,3,0,H
2013,Villarreal,Valencia,4,1,H
2013,Getafe,Ath Bilbao,0,1,A
2013,Celta,Barcelona,0,3,A
2013,Espanol,Malaga,0,0,D
2013,Osasuna,Vallecano,3,1,H
2013,Real Madrid,Sevilla,7,3,H
2013,Valencia,Almeria,1,2,A
2013,Valladolid,Sociedad,2,2,D
2013,Ath Bilbao,Elche,2,2,D
2013,Betis,Levante,0,0,D
2013,Granada,Ath Madrid,1,2,A
2013,Villarreal,Getafe,0,2,A
2013,Barcelona,Espanol,1,0,H
2013,Almeria,Valladolid,1,0,H
2013,Sevilla,Celta,0,1,A
2013,Sociedad,Osasuna,5,0,H
2013,Vallecano,Real Madrid,2,3,A
2013,Ath Madrid,Ath Bilbao,2,0,H
2013,Getafe,Valencia,0,1,A
2013,Levante,Granada,0,1,A
2013,Malaga,Betis,3,2,H
2013,Elche,Villarreal,0,1,A
2013,Granada,Malaga,3,1,H
2013,Osasuna,Almeria,0,1,A
2013,Ath Bilbao,Levante,2,1,H
2013,Celta,Vallecano,0,2,A
2013,Getafe,Elche,1,1,D
2013,Real Madrid,Sociedad,5,1,H
2013,Betis,Barcelona,1,4,A
2013,Espanol,Sevilla,1,3,A
2013,Valencia,Valladolid,2,2,D
2013,Villarreal,Ath Madrid,1,1,D
2013,Valladolid,Osasuna,0,1,A
2013,Almeria,Real Madrid,0,5,A
2013,Ath Madrid,Getafe,7,0,H
2013,Barcelona,Granada,4,0,H
2013,Sociedad,Celta,4,3,H
2013,Elche,Valencia,2,1,H
2013,Levante,Villarreal,0,3,A
2013,Sevilla,Betis,4,0,H
2013,Vallecano,Espanol,1,4,A
2013,Malaga,Ath Bilbao,1,2,A
2013,Getafe,Levante,1,0,H
2013,Villarreal,Malaga,1,1,D
2013,Celta,Almeria,3,1,H
2013,Elche,Ath Madrid,0,2,A
2013,Espanol,Sociedad,1,2,A
2013,Real Madrid,Valladolid,4,0,H
2013,Ath Bilbao,Barcelona,1,0,H
2013,Betis,Vallecano,2,2,D
2013,Granada,Sevilla,1,2,A
2013,Valencia,Osasuna,3,0,H
2013,Levante,Elche,2,1,H
2013,Barcelona,Villarreal,2,1,H
2013,Malaga,Getafe,1,0,H
2013,Osasuna,Real Madrid,2,2,D
2013,Vallecano,Granada,0,2,A
2013,Almeria,Espanol,0,0,D
2013,Ath Madrid,Valencia,3,0,H
2013,Sevilla,Ath Bilbao,1,1,D
2013,Sociedad,Betis,5,1,H
2013,Valladolid,Celta,3,0,H
2013,Elche,Malaga,0,1,A
2013,Ath Madrid,Levante,3,2,H
2013,Betis,Almeria,0,1,A
2013,Granada,Sociedad,1,3,A
2013,Villarreal,Sevilla,1,2,A
2013,Ath Bilbao,Vallecano,2,1,H
2013,Celta,Osasuna,1,1,D
2013,Espanol,Valladolid,4,2,H
2013,Getafe,Barcelona,2,5,A
2013,Valencia,Real Madrid,2,3,A
2013,Almeria,Granada,3,0,H
2013,Malaga,Ath Madrid,0,1,A
2013,Valencia,Levante,2,0,H
2013,Valladolid,Betis,0,0,D
2013,Barcelona,Elche,4,0,H
2013,Osasuna,Espanol,1,0,H
2013,Sevilla,Getafe,3,0,H
2013,Sociedad,Ath Bilbao,2,0,H
2013,Real Madrid,Celta,3,0,H
2013,Vallecano,Villarreal,2,5,A
2013,Granada,Valladolid,4,0,H
2013,Ath Bilbao,Almeria,6,1,H
2013,Ath Madrid,Barcelona,0,0,D
2013,Celta,Valencia,2,1,H
2013,Elche,Sevilla,1,1,D
2013,Betis,Osasuna,1,2,A
2013,Espanol,Real Madrid,0,1,A
2013,Getafe,Vallecano,0,1,A
2013,Levante,Malaga,1,0,H
2013,Villarreal,Sociedad,5,1,H
2013,Malaga,Valencia,0,0,D
2013,Betis,Real Madrid,0,5,A
2013,Elche,Vallecano,2,0,H
2013,Espanol,Celta,1,0,H
2013,Granada,Osasuna,0,0,D
2013,Ath Madrid,Sevilla,1,1,D
2013,Getafe,Sociedad,2,2,D
2013,Levante,Barcelona,1,1,D
2013,Villarreal,Almeria,2,0,H
2013,Ath Bilbao,Valladolid,4,2,H
2013,Celta,Betis,4,2,H
2013,Real Madrid,Granada,2,0,H
2013,Sevilla,Levante,2,3,A
2013,Valencia,Espanol,2,2,D
2013,Valladolid,Villarreal,1,0,H
2013,Almeria,Getafe,1,0,H
2013,Barcelona,Malaga,3,0,H
2013,Osasuna,Ath Bilbao,1,5,A
2013,Vallecano,Ath Madrid,2,4,A
2013,Sociedad,Elche,4,0,H
2013,Granada,Celta,1,2,A
2013,Barcelona,Valencia,2,3,A
2013,Getafe,Valladolid,0,0,D
2013,Levante,Vallecano,0,0,D
2013,Malaga,Sevilla,3,2,H
2013,Ath Bilbao,Real Madrid,1,1,D
2013,Ath Madrid,Sociedad,4,0,H
2013,Betis,Espanol,2,0,H
2013,Elche,Almeria,1,0,H
2013,Villarreal,Osasuna,3,1,H
2013,Espanol,Granada,1,0,H
2013,Almeria,Ath Madrid,2,0,H
2013,Real Madrid,Villarreal,4,2,H
2013,Valencia,Betis,5,0,H
2013,Vallecano,Malaga,4,1,H
2013,Osasuna,Getafe,2,0,H
2013,Sevilla,Barcelona,1,4,A
2013,Sociedad,Levante,0,0,D
2013,Valladolid,Elche,2,2,D
2013,Celta,Ath Bilbao,0,0,D
2013,Elche,Osasuna,0,0,D
2013,Ath Madrid,Valladolid,3,0,H
2013,Barcelona,Vallecano,6,0,H
2013,Levante,Almeria,1,0,H
2013,Villarreal,Celta,0,2,A
2013,Ath Bilbao,Espanol,1,2,A
2013,Getafe,Real Madrid,0,3,A
2013,Granada,Betis,1,0,H
2013,Sevilla,Valencia,0,0,D
2013,Malaga,Sociedad,0,1,A
2013,Valladolid,Levante,1,1,D
2013,Almeria,Malaga,0,0,D
2013,Celta,Getafe,1,1,D
2013,Real Madrid,Elche,3,0,H
2013,Sociedad,Barcelona,3,1,H
2013,Betis,Ath Bilbao,0,2,A
2013,Osasuna,Ath Madrid,3,0,H
2013,Valencia,Granada,2,1,H
2013,Vallecano,Sevilla,0,1,A
2013,Espanol,Villarreal,1,2,A
2013,Ath Bilbao,Granada,4,0,H
2013,Elche,Celta,1,0,H
2013,Getafe,Espanol,0,0,D
2013,Levante,Osasuna,2,0,H
2013,Malaga,Valladolid,1,1,D
2013,Ath Madrid,Real Madrid,2,2,D
2013,Barcelona,Almeria,4,1,H
2013,Sevilla,Sociedad,1,0,H
2013,Vallecano,Valencia,1,0,H
2013,Villarreal,Betis,1,1,D
2013,Betis,Getafe,2,0,H
2013,Celta,Ath Madrid,0,2,A
2013,Granada,Villarreal,2,0,H
2013,Valladolid,Barcelona,1,0,H
2013,Almeria,Sevilla,1,3,A
2013,Espanol,Elche,3,1,H
2013,Real Madrid,Levante,3,0,H
2013,Valencia,Ath Bilbao,1,1,D
2013,Osasuna,Malaga,0,2,A
2013,Sociedad,Vallecano,2,3,A
2013,Getafe,Granada,3,3,D
2013,Ath Madrid,Espanol,1,0,H
2013,Levante,Celta,0,1,A
2013,Malaga,Real Madrid,0,1,A
2013,Vallecano,Almeria,3,1,H
2013,Barcelona,Osasuna,7,0,H
2013,Elche,Betis,0,0,D
2013,Sevilla,Valladolid,4,1,H
2013,Sociedad,Valencia,1,0,H
2013,Villarreal,Ath Bilbao,1,1,D
2013,Celta,Malaga,0,2,A
2013,Ath Bilbao,Getafe,1,0,H
2013,Espanol,Levante,0,0,D
2013,Granada,Elche,1,0,H
2013,Valladolid,Vallecano,1,1,D
2013,Betis,Ath Madrid,0,2,A
2013,Osasuna,Sevilla,1,2,A
2013,Real Madrid,Barcelona,3,4,A
2013,Valencia,Villarreal,2,1,H
2013,Almeria,Sociedad,4,3,H
2013,Elche,Ath Bilbao,0,0,D
2013,Malaga,Espanol,1,2,A
2013,Ath Madrid,Granada,1,0,H
2013,Barcelona,Celta,3,0,H
2013,Sevilla,Real Madrid,2,1,H
2013,Vallecano,Osasuna,1,0,H
2013,Almeria,Valencia,2,2,D
2013,Getafe,Villarreal,0,1,A
2013,Levante,Betis,1,3,A
2013,Sociedad,Valladolid,1,0,H
2013,Ath Bilbao,Ath Madrid,1,2,A
2013,Celta,Sevilla,1,0,H
2013,Espanol,Barcelona,0,1,A
2013,Real Madrid,Vallecano,5,0,H
2013,Osasuna,Sociedad,1,1,D
2013,Valencia,Getafe,1,3,A
2013,Valladolid,Almeria,1,0,H
2013,Villarreal,Elche,1,1,D
2013,Betis,Malaga,1,2,A
2013,Granada,Levante,0,2,A
2013,Almeria,Osasuna,1,2,A
2013,Ath Madrid,Villarreal,1,0,H
2013,Barcelona,Betis,3,1,H
2013,Sociedad,Real Madrid,0,4,A
2013,Vallecano,Celta,3,0,H
2013,Elche,Getafe,1,0,H
2013,Malaga,Granada,4,1,H
2013,Sevilla,Espanol,4,1,H
2013,Valladolid,Valencia,0,0,D
2013,Levante,Ath Bilbao,1,2,A
2013,Osasuna,Valladolid,0,0,D
2013,Celta,Sociedad,2,2,D
2013,Granada,Barcelona,1,0,H
2013,Real Madrid,Almeria,4,0,H
2013,Villarreal,Levante,1,0,H
2013,Betis,Sevilla,0,2,A
2013,Espanol,Vallecano,2,2,D
2013,Getafe,Ath Madrid,0,2,A
2013,Valencia,Elche,2,1,H
2013,Ath Bilbao,Malaga,3,0,H
2013,Ath Madrid,Elche,2,0,H
2013,Levante,Getafe,0,0,D
2013,Osasuna,Valencia,1,1,D
2013,Sociedad,Espanol,2,1,H
2013,Almeria,Celta,2,4,A
2013,Barcelona,Ath Bilbao,2,1,H
2013,Sevilla,Granada,4,0,H
2013,Vallecano,Betis,3,1,H
2013,Malaga,Villarreal,2,0,H
2013,Elche,Levante,1,1,D
2013,Betis,Sociedad,0,1,A
2013,Getafe,Malaga,1,0,H
2013,Granada,Vallecano,0,3,A
2013,Real Madrid,Osasuna,4,0,H
2013,Ath Bilbao,Sevilla,3,1,H
2013,Espanol,Almeria,1,2,A
2013,Valencia,Ath Madrid,0,1,A
2013,Villarreal,Barcelona,2,3,A
2013,Celta,Valladolid,4,1,H
2013,Vallecano,Ath Bilbao,0,3,A
2013,Barcelona,Getafe,2,2,D
2013,Malaga,Elche,0,1,A
2013,Osasuna,Celta,0,2,A
2013,Valladolid,Espanol,1,0,H
2013,Almeria,Betis,3,2,H
2013,Levante,Ath Madrid,2,0,H
2013,Real Madrid,Valencia,2,2,D
2013,Sevilla,Villarreal,0,0,D
2013,Sociedad,Granada,1,1,D
2013,Valladolid,Real Madrid,1,1,D
2013,Levante,Valencia,2,0,H
2013,Villarreal,Vallecano,4,0,H
2013,Ath Bilbao,Sociedad,1,1,D
2013,Ath Madrid,Malaga,1,1,D
2013,Betis,Valladolid,4,3,H
2013,Celta,Real Madrid,2,0,H
2013,Elche,Barcelona,0,0,D
2013,Espanol,Osasuna,1,1,D
2013,Getafe,Sevilla,1,0,H
2013,Granada,Almeria,0,2,A
2013,Malaga,Levante,1,0,H
2013,Barcelona,Ath Madrid,1,1,D
2013,Real Madrid,Espanol,3,1,H
2013,Valencia,Celta,2,1,H
2013,Almeria,Ath Bilbao,0,0,D
2013,Osasuna,Betis,2,1,H
2013,Sevilla,Elche,3,1,H
2013,Sociedad,Villarreal,1,2,A
2013,Valladolid,Granada,0,1,A
2013,Vallecano,Getafe,1,2,A
2014,Almeria,Espanol,1,1,D
2014,Granada,La Coruna,2,1,H
2014,Malaga,Ath Bilbao,1,0,H
2014,Sevilla,Valencia,1,1,D
2014,Barcelona,Elche,3,0,H
2014,Celta,Getafe,3,1,H
2014,Eibar,Sociedad,1,0,H
2014,Levante,Villarreal,0,2,A
2014,Real Madrid,Cordoba,2,0,H
2014,Vallecano,Ath Madrid,0,0,D
2014,Getafe,Almeria,1,0,H
2014,Valencia,Malaga,3,0,H
2014,Ath Bilbao,Levante,3,0,H
2014,Ath Madrid,Eibar,2,1,H
2014,Cordoba,Celta,1,1,D
2014,Espanol,Sevilla,1,2,A
2014,Elche,Granada,1,1,D
2014,La Coruna,Vallecano,2,2,D
2014,Sociedad,Real Madrid,4,2,H
2014,Villarreal,Barcelona,0,1,A
2014,Almeria,Cordoba,1,1,D
2014,Barcelona,Ath Bilbao,2,0,H
2014,Celta,Sociedad,2,2,D
2014,Malaga,Levante,0,0,D
2014,Real Madrid,Ath Madrid,1,2,A
2014,Granada,Villarreal,0,0,D
2014,Sevilla,Getafe,2,0,H
2014,Valencia,Espanol,3,1,H
2014,Vallecano,Elche,2,3,A
2014,Eibar,La Coruna,0,1,A
2014,Elche,Eibar,0,2,A
2014,Ath Bilbao,Granada,0,1,A
2014,Ath Madrid,Celta,2,2,D
2014,Espanol,Malaga,2,2,D
2014,La Coruna,Real Madrid,2,8,A
2014,Cordoba,Sevilla,1,3,A
2014,Levante,Barcelona,0,5,A
2014,Sociedad,Almeria,1,2,A
2014,Villarreal,Vallecano,4,2,H
2014,Getafe,Valencia,0,3,A
2014,Celta,La Coruna,2,1,H
2014,Real Madrid,Elche,5,1,H
2014,Almeria,Ath Madrid,0,1,A
2014,Eibar,Villarreal,1,1,D
2014,Granada,Levante,0,1,A
2014,Malaga,Barcelona,0,0,D
2014,Sevilla,Sociedad,1,0,H
2014,Vallecano,Ath Bilbao,2,1,H
2014,Espanol,Getafe,2,0,H
2014,Valencia,Cordoba,3,0,H
2014,Elche,Celta,0,1,A
2014,Ath Bilbao,Eibar,0,0,D
2014,Ath Madrid,Sevilla,4,0,H
2014,Barcelona,Granada,6,0,H
2014,Levante,Vallecano,0,2,A
2014,Villarreal,Real Madrid,0,2,A
2014,Cordoba,Espanol,0,0,D
2014,Getafe,Malaga,1,0,H
2014,La Coruna,Almeria,0,1,A
2014,Sociedad,Valencia,1,1,D
2014,Getafe,Cordoba,1,1,D
2014,Almeria,Elche,2,2,D
2014,Eibar,Levante,3,3,D
2014,Malaga,Granada,2,1,H
2014,Valencia,Ath Madrid,3,1,H
2014,Vallecano,Barcelona,0,2,A
2014,Celta,Villarreal,1,3,A
2014,Espanol,Sociedad,2,0,H
2014,Real Madrid,Ath Bilbao,5,0,H
2014,Sevilla,La Coruna,4,1,H
2014,Granada,Vallecano,0,1,A
2014,Ath Bilbao,Celta,1,1,D
2014,Barcelona,Eibar,3,0,H
2014,Cordoba,Malaga,1,2,A
2014,Levante,Real Madrid,0,5,A
2014,Ath Madrid,Espanol,2,0,H
2014,Elche,Sevilla,0,2,A
2014,La Coruna,Valencia,3,0,H
2014,Villarreal,Almeria,2,0,H
2014,Sociedad,Getafe,1,2,A
2014,Celta,Levante,3,0,H
2014,Almeria,Ath Bilbao,0,1,A
2014,Cordoba,Sociedad,1,1,D
2014,Eibar,Granada,1,1,D
2014,Real Madrid,Barcelona,3,1,H
2014,Valencia,Elche,3,1,H
2014,Espanol,La Coruna,0,0,D
2014,Getafe,Ath Madrid,0,1,A
2014,Malaga,Vallecano,4,0,H
2014,Sevilla,Villarreal,2,1,H
2014,La Coruna,Getafe,1,2,A
2014,Ath Madrid,Cordoba,4,2,H
2014,Barcelona,Celta,0,1,A
2014,Granada,Real Madrid,0,4,A
2014,Sociedad,Malaga,0,1,A
2014,Ath Bilbao,Sevilla,1,0,H
2014,Elche,Espanol,2,1,H
2014,Levante,Almeria,2,1,H
2014,Villarreal,Valencia,1,3,A
2014,Vallecano,Eibar,2,3,A
2014,Cordoba,La Coruna,0,0,D
2014,Almeria,Barcelona,1,2,A
2014,Celta,Granada,0,0,D
2014,Getafe,Elche,0,0,D
2014,Malaga,Eibar,2,1,H
2014,Real Madrid,Vallecano,5,1,H
2014,Espanol,Villarreal,1,1,D
2014,Sevilla,Levante,1,1,D
2014,Sociedad,Ath Madrid,2,1,H
2014,Valencia,Ath Bilbao,0,0,D
2014,Ath Bilbao,Espanol,3,1,H
2014,Ath Madrid,Malaga,3,1,H
2014,Barcelona,Sevilla,5,1,H
2014,Eibar,Real Madrid,0,4,A
2014,La Coruna,Sociedad,0,0,D
2014,Elche,Cordoba,2,2,D
2014,Levante,Valencia,2,1,H
2014,Vallecano,Celta,1,0,H
2014,Villarreal,Getafe,2,1,H
2014,Granada,Almeria,0,0,D
2014,Sociedad,Elche,3,0,H
2014,Celta,Eibar,0,1,A
2014,Espanol,Levante,2,1,H
2014,Getafe,Ath Bilbao,1,2,A
2014,Malaga,Real Madrid,1,2,A
2014,Ath Madrid,La Coruna,2,0,H
2014,Cordoba,Villarreal,0,2,A
2014,Sevilla,Granada,5,1,H
2014,Valencia,Barcelona,0,1,A
2014,Almeria,Vallecano,0,1,A
2014,Ath Bilbao,Cordoba,0,1,A
2014,Elche,Ath Madrid,0,2,A
2014,La Coruna,Malaga,0,1,A
2014,Real Madrid,Celta,3,0,H
2014,Barcelona,Espanol,5,1,H
2014,Granada,Valencia,1,1,D
2014,Vallecano,Sevilla,0,1,A
2014,Villarreal,Sociedad,4,0,H
2014,Eibar,Almeria,5,2,H
2014,Levante,Getafe,1,1,D
2014,Almeria,Real Madrid,1,4,A
2014,Cordoba,Levante,0,0,D
2014,Getafe,Barcelona,0,0,D
2014,Malaga,Celta,1,0,H
2014,Valencia,Vallecano,3,0,H
2014,Ath Madrid,Villarreal,0,1,A
2014,Espanol,Granada,2,1,H
2014,Sevilla,Eibar,0,0,D
2014,Sociedad,Ath Bilbao,1,1,D
2014,La Coruna,Elche,1,0,H
2014,Celta,Almeria,0,1,A
2014,Barcelona,Cordoba,5,0,H
2014,Eibar,Valencia,0,1,A
2014,Levante,Sociedad,1,1,D
2014,Vallecano,Espanol,1,3,A
2014,Ath Bilbao,Ath Madrid,1,4,A
2014,Elche,Malaga,1,2,A
2014,Granada,Getafe,1,1,D
2014,Villarreal,La Coruna,3,0,H
2014,Ath Madrid,Levante,3,1,H
2014,Elche,Villarreal,2,2,D
2014,La Coruna,Ath Bilbao,1,0,H
2014,Malaga,Almeria,1,2,A
2014,Sevilla,Celta,1,0,H
2014,Espanol,Eibar,1,2,A
2014,Getafe,Vallecano,1,2,A
2014,Sociedad,Barcelona,1,0,H
2014,Valencia,Real Madrid,2,1,H
2014,Cordoba,Granada,2,0,H
2014,Levante,La Coruna,0,0,D
2014,Celta,Valencia,1,1,D
2014,Eibar,Getafe,2,1,H
2014,Malaga,Villarreal,1,1,D
2014,Real Madrid,Espanol,3,0,H
2014,Almeria,Sevilla,0,2,A
2014,Ath Bilbao,Elche,1,2,A
2014,Barcelona,Ath Madrid,3,1,H
2014,Granada,Sociedad,1,1,D
2014,Vallecano,Cordoba,0,1,A
2014,Cordoba,Eibar,1,1,D
2014,Espanol,Celta,1,0,H
2014,Sociedad,Vallecano,0,1,A
2014,Valencia,Almeria,3,2,H
2014,Villarreal,Ath Bilbao,2,0,H
2014,Ath Madrid,Granada,2,0,H
2014,Elche,Levante,1,0,H
2014,Getafe,Real Madrid,0,3,A
2014,La Coruna,Barcelona,0,4,A
2014,Sevilla,Malaga,2,0,H
2014,Ath Madrid,Vallecano,3,1,H
2014,Cordoba,Real Madrid,1,2,A
2014,Elche,Barcelona,0,6,A
2014,Sociedad,Eibar,1,0,H
2014,Villarreal,Levante,1,0,H
2014,Ath Bilbao,Malaga,1,1,D
2014,Espanol,Almeria,3,0,H
2014,La Coruna,Granada,2,2,D
2014,Valencia,Sevilla,3,1,H
2014,Getafe,Celta,2,1,H
2014,Vallecano,La Coruna,1,2,A
2014,Celta,Cordoba,1,0,H
2014,Eibar,Ath Madrid,1,3,A
2014,Granada,Elche,1,0,H
2014,Real Madrid,Sociedad,4,1,H
2014,Almeria,Getafe,1,0,H
2014,Barcelona,Villarreal,3,2,H
2014,Levante,Ath Bilbao,0,2,A
2014,Sevilla,Espanol,3,2,H
2014,Malaga,Valencia,1,0,H
2014,Real Madrid,Sevilla,2,1,H
2014,La Coruna,Eibar,2,0,H
2014,Ath Madrid,Real Madrid,4,0,H
2014,Levante,Malaga,4,1,H
2014,Sociedad,Celta,1,1,D
2014,Villarreal,Granada,2,0,H
2014,Ath Bilbao,Barcelona,2,5,A
2014,Cordoba,Almeria,1,2,A
2014,Espanol,Valencia,1,2,A
2014,Getafe,Sevilla,2,1,H
2014,Elche,Vallecano,2,0,H
2014,Almeria,Sociedad,2,2,D
2014,Granada,Ath Bilbao,0,0,D
2014,Malaga,Espanol,0,2,A
2014,Real Madrid,La Coruna,2,0,H
2014,Sevilla,Cordoba,3,0,H
2014,Barcelona,Levante,5,0,H
2014,Celta,Ath Madrid,2,0,H
2014,Valencia,Getafe,1,0,H
2014,Vallecano,Villarreal,2,0,H
2014,Eibar,Elche,0,1,A
2014,Getafe,Espanol,2,1,H
2014,Ath Madrid,Almeria,3,0,H
2014,Barcelona,Malaga,0,1,A
2014,Cordoba,Valencia,1,2,A
2014,La Coruna,Celta,0,2,A
2014,Ath Bilbao,Vallecano,1,0,H
2014,Elche,Real Madrid,0,2,A
2014,Sociedad,Sevilla,4,3,H
2014,Villarreal,Eibar,1,0,H
2014,Levante,Granada,2,1,H
2014,Espanol,Cordoba,1,0,H
2014,Almeria,La Coruna,0,0,D
2014,Granada,Barcelona,1,3,A
2014,Malaga,Getafe,3,2,H
2014,Vallecano,Levante,4,2,H
2014,Eibar,Ath Bilbao,0,1,A
2014,Real Madrid,Villarreal,1,1,D
2014,Sevilla,Ath Madrid,0,0,D
2014,Valencia,Sociedad,2,0,H
2014,Celta,Elche,1,1,D
2014,Levante,Eibar,2,1,H
2014,Ath Bilbao,Real Madrid,1,0,H
2014,Elche,Almeria,1,0,H
2014,Granada,Malaga,1,0,H
2014,La Coruna,Sevilla,3,4,A
2014,Ath Madrid,Valencia,1,1,D
2014,Barcelona,Vallecano,6,1,H
2014,Sociedad,Espanol,1,0,H
2014,Villarreal,Celta,4,1,H
2014,Cordoba,Getafe,1,2,A
2014,Valencia,La Coruna,2,0,H
2014,Celta,Ath Bilbao,1,2,A
2014,Eibar,Barcelona,0,2,A
2014,Espanol,Ath Madrid,0,0,D
2014,Vallecano,Granada,3,1,H
2014,Almeria,Villarreal,0,0,D
2014,Malaga,Cordoba,2,0,H
2014,Real Madrid,Levante,2,0,H
2014,Sevilla,Elche,3,0,H
2014,Getafe,Sociedad,0,1,A
2014,Elche,Valencia,0,4,A
2014,Ath Bilbao,Almeria,2,1,H
2014,Ath Madrid,Getafe,2,0,H
2014,Granada,Eibar,0,0,D
2014,Levante,Celta,0,1,A
2014,Vallecano,Malaga,1,0,H
2014,Barcelona,Real Madrid,2,1,H
2014,La Coruna,Espanol,0,0,D
2014,Sociedad,Cordoba,3,1,H
2014,Villarreal,Sevilla,0,2,A
2014,Eibar,Vallecano,1,2,A
2014,Almeria,Levante,1,4,A
2014,Cordoba,Ath Madrid,0,2,A
2014,Malaga,Sociedad,1,1,D
2014,Sevilla,Ath Bilbao,2,0,H
2014,Celta,Barcelona,0,1,A
2014,Getafe,La Coruna,2,1,H
2014,Real Madrid,Granada,9,1,H
2014,Valencia,Villarreal,0,0,D
2014,Espanol,Elche,1,1,D
2014,Ath Madrid,Sociedad,2,0,H
2014,Eibar,Malaga,1,0,H
2014,Levante,Sevilla,1,2,A
2014,Barcelona,Almeria,4,0,H
2014,Granada,Celta,1,1,D
2014,La Coruna,Cordoba,1,1,D
2014,Vallecano,Real Madrid,0,2,A
2014,Ath Bilbao,Valencia,1,1,D
2014,Elche,Getafe,0,1,A
2014,Villarreal,Espanol,0,3,A
2014,Almeria,Granada,3,0,H
2014,Celta,Vallecano,6,1,H
2014,Malaga,Ath Madrid,2,2,D
2014,Real Madrid,Eibar,3,0,H
2014,Sevilla,Barcelona,2,2,D
2014,Cordoba,Elche,0,2,A
2014,Espanol,Ath Bilbao,1,0,H
2014,Getafe,Villarreal,1,1,D
2014,Sociedad,La Coruna,2,2,D
2014,Valencia,Levante,3,0,H
2014,Levante,Espanol,2,2,D
2014,Ath Bilbao,Getafe,4,0,H
2014,Barcelona,Valencia,2,0,H
